2022/9/6 0:0:37,0.00,0.08,24.08,920.00,16.92,66.96,242.45,108,0.00,0.00,0.00,722112
2022/9/6 0:1:37,0.00,0.09,24.74,920.00,16.92,67.03,244.36,109,0.00,0.00,0.00,782292
2022/9/6 0:2:37,0.00,0.08,25.00,920.00,16.92,67.02,245.68,109,0.00,0.00,0.00,842473
2022/9/6 0:3:37,0.00,0.08,25.00,920.00,16.92,67.04,244.46,108,0.00,0.00,0.00,902652
2022/9/6 0:5:1,0.00,0.08,25.00,794.00,16.91,67.06,252.87,112,0.00,0.00,0.00,60013
2022/9/6 0:6:1,0.00,0.08,25.00,794.00,16.92,67.00,243.81,107,0.00,0.00,0.00,120194
2022/9/6 0:7:20,0.00,0.08,25.00,914.00,16.91,67.00,259.85,113,0.00,0.00,0.00,60014
2022/9/6 0:8:20,0.00,0.08,25.00,914.00,16.92,67.03,251.66,113,0.00,0.00,0.00,120196
2022/9/6 0:12:18,0.00,0.07,24.69,914.00,17.08,66.22,258.10,117,0.00,0.00,0.00,60015
2022/9/6 0:13:18,0.00,0.07,25.00,914.00,16.98,66.74,236.21,106,0.00,0.00,0.00,120198
2022/9/6 0:14:19,0.00,0.07,25.00,914.00,16.95,66.92,238.87,107,0.00,0.00,0.00,180378
2022/9/6 0:15:19,0.00,0.07,25.00,914.00,16.94,67.00,238.81,107,0.00,0.00,0.00,240559
2022/9/6 0:17:25,0.00,0.08,25.00,930.34,16.93,67.07,50846.15,111,0.00,0.00,0.00,60017
2022/9/6 0:18:25,0.00,0.07,25.00,930.45,16.94,67.02,49433.96,108,0.00,0.00,0.00,120202
2022/9/6 0:19:25,0.00,0.08,25.00,930.78,16.94,67.08,48539.62,105,0.00,0.00,0.00,180384
2022/9/6 0:20:25,0.00,0.08,25.00,930.83,16.94,67.02,50105.66,111,0.00,0.00,0.00,240567
2022/9/6 0:21:26,0.00,0.08,24.70,931.14,16.94,67.06,49411.32,107,0.00,0.00,0.00,300749
2022/9/6 0:22:26,0.00,0.08,24.00,931.14,16.94,67.16,49067.92,109,0.00,0.00,0.00,360932
2022/9/6 0:23:26,0.00,0.07,24.00,931.39,16.94,67.22,48928.30,109,0.00,0.00,0.00,421163
2022/9/6 0:24:27,0.00,0.05,24.00,931.52,16.94,67.16,52561.54,124,0.00,0.00,0.00,481344
2022/9/6 0:25:27,0.00,0.07,24.00,931.77,16.95,67.17,51705.66,115,0.00,0.00,0.00,541527
2022/9/6 0:27:23,0.00,0.08,24.00,930.28,16.94,67.18,258.97,116,0.00,0.00,0.00,60015
